,e1,relation,e2,date,predictions
6972,Environment Agency,Make an appeal or request,Citizen (United Kingdom),2014-01-06,"['Government Official (Japan)', 'Eritrea', 'Member of the Judiciary (United Kingdom)', 'Interfax', 'Indigenous People (Tanzania)', 'Evo Morales', 'Citizen (United Kingdom)', 'Michael Sata', 'Men (Venezuela)', 'Iran']"
6973,Aladdin Boroujerdi,Consult,Morocco,2014-02-19,"['Morocco', 'Bhutan', 'Media (Kenya)', '""Awami (People\'s) League""', 'Evo Morales', 'Opposition Supporter (India)', 'Uhuru', 'Didier Burkhalter', 'Constitutional Court (Romania)', 'Ireland']"
6974,Citizen (Nigeria),Make an appeal or request,Oluṣẹgun Ọbasanjọ,2014-10-06,"['Legislature (Italy)', 'Chief of Staff (Tunisia)', 'Alexander Stubb', 'Citizen (Turkey)', 'Nicos Anastasiades', 'Oluṣẹgun Ọbasanjọ', 'Rodrigo Londono', 'Lawyer/Attorney (South Korea)', 'Khadija Ismayilova', 'Thailand']"
6975,Liu Jianchao,Demand,China,2014-12-31,"['China', 'Foreign Affairs (Hungary)', 'Myanmar', 'Chief of Staff (Iraq)', 'Benjamin Netanyahu', 'Head of Government (Poland)', 'Afghanistan', 'Foreign Affairs (Italy)', 'Citizen (Germany)', 'Mohammad Javad Zarif']"
6976,United Arab Emirates,Host a visit,Haider Al-Abadi,2014-12-16,"['Defense / Security Ministry (United States)', '""Taufa\'ahau Tupou IV""', 'High Commission for Refugees', 'Other Authorities / Officials (Russia)', 'Nationalist Movement Party', 'Business (Iran)', 'Opposition Supporter (Pakistan)', 'Ministry (South Africa)', 'Member of the Judiciary (Iran)', 'Military Personnel (Afghanistan)']"
6977,United Democratic Movement,Make statement,Faith Pansy Tlakula,2014-06-20,"['Other Authorities / Officials (Egypt)', 'Michael Sata', 'Media Personnel (Maldives)', 'Mouloud Hamrouche', 'Shiv Sena', 'National Security and Intelligence Services', 'Government (Kenya)', 'Nuri al-Maliki', 'Energy Department/Ministry (Jordan)', 'Population (Angola)']"
6978,Government (Syria),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (North Korea),2014-06-19,"['Military (Turkey)', 'Somsavat Lengsava', 'Royal Administration (Spain)', 'Tarun Gogoi', 'Public Prosecutor (Greece)', 'Arab Israelis', 'South Africa', 'Christian (United States)', 'Government (United States)', 'Web Site (Lithuania)']"
6979,Barack Obama,Make statement,Iraq,2014-09-24,"['Colombia', 'Aam Aadmi Party', 'Victor Ponta', 'Iraq', 'Protester (Thailand)', 'Djibouti', 'Macky Sall', 'Mamnoon Hussain', 'Liyel Imoke', 'Militant (Turkey)']"
6980,Foreign Affairs (Russia),Praise or endorse,Guinea,2014-05-27,"['Guinea', 'New Zealand', 'Toomas Hendrik Ilves', 'Police (Malaysia)', 'High Commission for Refugees', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Vesna Pusić', 'Cristina Fernández de Kirchner', 'Tourist (South Korea)', 'Greenpeace']"
6981,Foreign Affairs (South Korea),Engage in diplomatic cooperation,Japan,2014-10-07,"['Japan', 'Government Official (Japan)', 'Defense / Security Ministry (Nigeria)', 'Angola', 'Arseniy Yatsenyuk', 'Party Member (Afghanistan)', 'France', 'Philip Hammond', 'Illegal Immigrant (Kenya)', 'Boko Haram']"
6982,Vietnam,Use conventional military force,China,2014-05-11,"['China', 'Inter-Services Intelligence', 'Foreign Affairs (Malaysia)', 'Valentinas Mazuronis', 'Government (Argentina)', 'Head of Government (Egypt)', 'Malaysia', 'Eugene Wamalwa', 'Governor (Kenya)', 'Tanzania']"
6983,Laos,Host a visit,Hun Sen,2014-02-06,"['Dino Melaye', 'Information / Communication / Transparency Ministry (Jordan)', 'Citizen (Australia)', 'Michael Sata', 'Lawmaker (Argentina)', 'Criminal (Australia)', 'Algirdas Butkevičius', 'Bhutan', 'Naval (Bangladesh)', 'Government (Georgia)']"
6984,North Korea,Engage in negotiation,Japan,2014-10-04,"['Japan', 'Josh Earnest', 'Barack Obama', 'Kuwait', 'Ministry (France)', 'North Korea', 'Christian Democratic Union', 'Cleric (Iraq)', 'Vietnam', 'Party Member (Taiwan)']"
6985,Romania,Engage in diplomatic cooperation,Tanzania,2014-09-01,"['Military Personnel (Afghanistan)', 'Combatant (Iraqi Kurds)', 'Colombia', 'Legislature (South Africa)', 'Organized Crime (Holy See (Vatican City State))', 'Militant (Ukraine)', 'Citizen (Germany)', 'Michael D. Higgins', 'Togo', 'Citizen (Greece)']"
6986,Colombia,Provide economic aid,Head of Government (Colombia),2014-10-02,"['Criminal (Jamaica)', 'People Associated with the Opposition (Mauritania)', 'François Hollande', 'Yunus Qanuni', 'International Government Organizations', 'Arab Israelis', 'UN Security Council', 'Education Ministry (Iran)', 'Heydar Aliyev', 'Industrial / Textiles / Mining Ministry (Vietnam)']"
6987,Sergey Viktorovich Lavrov,Make a visit,Iraq,2014-06-27,"['Iraq', 'Citizen (Turkey)', 'National Council for Peace and Order of Thailand', 'Head of Government (Afghanistan)', 'Men (Pakistan)', 'Laos', 'Nasser Judeh', 'Interfax', 'Election Commission (India)', 'Abdullah Gül']"
6988,Mohammad Ali Jafari,Make empathetic comment,Raheel Sharif,2014-12-17,"['Citizen (Tanzania)', 'Raúl Castro', 'Citizen (United Kingdom)', 'Raheel Sharif', 'Greenpeace', 'The Standard', 'Armed Gang (Afghanistan)', 'Protester (Kyrgyzstan)', 'Defense / Security Ministry (Egypt)', 'Abu Sayyaf']"
6989,Representatives (United States),Meet at a 'third' location,Iran,2014-09-11,"['Iran', 'Opposition Supporter (Pakistan)', 'Citizen (Tanzania)', 'Armenia', 'European Central Bank', 'Businessperson (Italy)', 'Abdullah Gül', 'Student (Iraq)', 'Terrorist (Islamic State of Iraq and the Levant)', '""Citizen (Cote d\'Ivoire)""']"
6990,Japan,Express intent to meet or negotiate,China,2014-06-30,"['China', 'Colombia', 'Togo', 'Kuwait', 'Japan', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand']"
6991,Police (Israel),"Arrest, detain, or charge with legal action",Men (United States),2014-12-11,"['Women (Angola)', 'Police (South Africa)', 'Men (United States)', 'Babbar Khalsa', 'Food and Agriculture Organization', 'Legislature (Argentina)', 'Businessperson (Italy)', 'Gambia', 'John Momis', 'Algirdas Butkevičius']"
6992,Insurgent (Islamic State of Iraq and the Levant),Use unconventional violence,Iraq,2014-08-17,"['Iraq', 'Police (Belgium)', 'Mohammad Javad Zarif', 'Citizen (Australia)', 'Business (Uruguay)', 'Member of Parliament (Germany)', 'Party of Regions', 'Indigenous People (Greece)', 'Special Rapporteurs of the United Nations', 'Defense / Security Ministry (Italy)']"
6993,Pham Binh Minh,Engage in symbolic act,Thongsing Thammavong,2014-12-12,"['Ministry (Liberia)', 'People Associated with the Opposition (Argentina)', 'New Zealand', 'Ministry (Venezuela)', 'Legislature (Libya)', 'Combatant (Iraqi Kurds)', 'Pope Francis', 'Gen Prayut Chan-o-cha', 'Police (Malaysia)', 'Sergey Kuzhugetovich Shoygu']"
6994,Citizen (Kenya),Criticize or denounce,Government (Kenya),2014-02-04,"['Uhuru Muigai Kenyatta', 'Police (Tanzania)', 'Royal Administration (Spain)', 'Agence France-Presse', 'Government (Kenya)', 'Head of Government (Kenya)', 'Oluṣẹgun Ọbasanjọ', 'Party Member (Iraq)', 'Medical Personnel (Jordan)', 'Haider Al-Abadi']"
6995,Veterans (United States),Express intent to meet or negotiate,South Korea,2014-06-19,"['Military Personnel (Canada)', 'South Korea', 'Amit Shah', '""Citizen (Cote d\'Ivoire)""', 'Armed Gang (Afghanistan)', 'Newspaper (Japan)', 'European Central Bank', 'Royal Administration (Jordan)', 'Employee (Malaysia)', 'Party Member (Taiwan)']"
6996,Myanmar,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2014-02-27,"['South Korea', 'Associated Press', 'Ireland', 'Police (Mauritania)', 'John Baird', 'Other Authorities / Officials (Mexico)', 'Royal Administration (Jordan)', 'Government (United States)', 'Treasury/Finance Ministry (Thailand)', 'Prayuth Chan-ocha']"
6997,Iran,Make statement,Iraq,2014-12-07,"['Colombia', 'Aam Aadmi Party', 'Victor Ponta', 'Iraq', 'Protester (Thailand)', 'Djibouti', 'Macky Sall', 'Mamnoon Hussain', 'Liyel Imoke', 'Militant (Turkey)']"
6998,Austria Press Agency,Make statement,Defense / Security Ministry (Azerbaijan),2014-11-04,"['Education (United States)', 'Svoboda', 'Asang Laol', 'Aladdin Boroujerdi', 'Togo', 'Domestic Affairs (Yemen)', 'Government (Sweden)', 'Interfax', 'New Democracy', 'Agence France-Presse']"
6999,Hezbollah,Use conventional military force,Islamic Rebel (Syria),2014-02-21,"['Head of Government (Poland)', 'Secret Agent (Philippines)', 'Mohammed Deif', 'Branko Grcic', 'City Mayor (Philippines)', 'Governor (Japan)', 'Senate (South Sudan)', 'Arif Alvi', 'People Associated with the Opposition (Bahrain)', 'Militant (Turkey)']"
7000,Michael Sata,Consult,Head of Government (Ethiopia),2014-02-03,"['Dimitrios Avramopoulos', 'Chuck Hagel', 'Head of Government (Ethiopia)', 'Media (Qatar)', 'Julie Bishop', 'Daniel Mitov', 'Democratic Forces for the Liberation of Rwanda', 'Government (Croatia)', 'Citizen (International)', 'Military (China)']"
7001,Intellectual (Somalia),Consult,Shabelle Media Network,2014-08-13,"['Military (El Salvador)', 'Hamdeen Sabahi', 'Tanya Plibersek', 'Dmitry Anatolyevich Medvedev', 'Men (Tajikistan)', 'Other Authorities / Officials (Mali)', 'Military Personnel (Kenya)', 'Defense / Security Ministry (Russia)', 'Royal Thai Police', 'Detainee (Rwanda)']"
7002,Romania,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-10-06,"['China', 'Joseph Robinette Biden', 'Legislature (Italy)', 'Head of Government (Ukraine)', 'Election Commission (India)', 'Head of Government (China)', 'Treasury/Finance Ministry (Saudi Arabia)', 'Military Personnel (Afghanistan)', 'Ministry (Liberia)', 'Foreign Affairs (United States)']"
7003,Citizen (Thailand),Use unconventional violence,Armed Gang (Thailand),2014-02-03,"['International Government Organizations', 'Business (Canada)', 'Mohammed Deif', 'Simbarashe Mumbengegwi', 'Children (Zimbabwe)', 'Serbia', 'International Monetary Fund', 'Frank Bainimarama', 'Rana Sanaullah', 'Head of Government (Germany)']"
7004,Veterans (Croatia),Demand change in leadership,Ministry (Croatia),2014-10-28,"['Ali Tayyebnia', 'Member of Parliament (Russia)', 'Education Ministry (United Arab Emirates)', 'Alexander Stubb', 'Gjorge Ivanov', 'Citizen (Yemen)', 'Cristina Fernández de Kirchner', 'Lawyer/Attorney (South Korea)', 'Foreign Affairs (Venezuela)', 'Morgan Tsvangirai']"
7005,International Federation of Journalists,Make an appeal or request,Cabinet / Council of Ministers / Advisors (Somalia),2014-06-27,"['Government (Palestinian Territory', 'Occupied)', 'Businessperson (Mauritania)', 'Djoomart Otorbaev', 'Governor (Venezuela)', 'Defense / Security Ministry (Nigeria)', 'Central Bank (Russia)', 'Herve Ladsous', 'Victor Ponta', 'Kyoto University', 'Army Personnel (Egypt)']"
7006,Iran,Engage in negotiation,Iraq,2014-09-28,"['Iraq', 'Foreign Affairs (Hungary)', 'Shahin Mustafayev', 'Combatant (Iraqi Kurds)', 'Police (Israel)', 'Military (Philippines)', 'Main Opposition (Fiji)', 'Military (North Korea)', 'Pervez Musharraf', 'Ministry (Liberia)']"
7007,Court Judge (India),Ease administrative sanctions,Citizen (India),2014-06-07,"['Court Judge (India)', 'Citizen (India)', 'Citizen (Turkey)', 'Ministry (Czech Republic)', 'Head of Government (Ukraine)', 'Raheel Sharif', 'Evangelos Venizelos', 'South Africa', 'Election Commission (India)', 'Royal Administration (Spain)']"
7008,Ministry (Iran),Express intent to meet or negotiate,Kuwait,2014-10-21,"['Customs Official (Singapore)', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Haider Al-Abadi', 'Women (Hong Kong)', 'Central Intelligence Agency', 'Tomislav Nikolić', 'Local Media (Ukraine)', 'Azubuike Ihejirika', 'Philippines', 'Special Rapporteurs of the United Nations']"
7009,Rehman Malik,Praise or endorse,Imran Khan,2014-09-03,"['Imran Khan', 'Monastery (China)', 'Party Member (Turkey)', 'Activist (Nigeria)', 'Legislature (Libya)', 'Government (Africa)', 'Foreign Affairs (South Korea)', 'Education (Costa Rica)', 'Ministry (Afghanistan)', 'Afghanistan']"
7010,Pierre Laurent,Praise or endorse,French Communist Party,2014-10-16,"['Milos Zeman', 'Antonis Samaras', 'Hemant Soren', 'Police (Libya)', 'Businessperson (Italy)', 'John Dramani Mahama', 'Japan', 'Defense / Security Ministry (Russia)', 'Julie Bishop', 'Court Judge (Iraq)']"
7011,François Hollande,Make statement,France,2014-09-10,"['France', 'Military Personnel (Mali)', 'Combatant (Egypt)', 'Member of Parliament (Australia)', 'Afghanistan', 'Colombia', 'Vietnam', 'Somsavat Lengsava', 'Ma Ying Jeou', 'Philippines']"
7012,"Air Force (Palestinian Territory, Occupied)",Assassinate,Terrorist (Hamas),2014-08-22,"['Military Personnel - Special (Nigeria)', 'Muhammadu Buhari', 'Ma Ying Jeou', 'Abdul Aziz', 'Toomas Hendrik Ilves', 'Gambia', 'Citizen (Thailand)', 'Military Personnel (Canada)', 'Military (Turkey)', 'Sergey Viktorovich Lavrov']"
7013,Narongchai Akrasanee,Make a visit,Laos,2014-09-23,"['Secret Agent (Philippines)', 'Laos', 'Abdelilah Benkirane', 'Legislature (Russia)', 'Special Rapporteurs of the United Nations', 'Head of Government (Egypt)', 'Citizen (Thailand)', 'Citizen (Brazil)', 'John Hoeven', 'People Associated with the Opposition (Sri Lanka)']"
7014,Barack Obama,Express intent to cooperate,Poland,2014-06-03,"['Poland', 'Morocco', 'Rafael Correa', 'Radoslaw Sikorski', 'Ombudsman (Georgia)', 'Web Site (Lithuania)', 'Independent Democratic Action', 'Chuck Hagel', 'People Associated with the Opposition (Bahrain)', 'North Atlantic Treaty Organization']"
7015,Police (Libya),"Impose embargo, boycott, or sanctions",Legislature (Libya),2014-09-29,"['Ministry (Tunisia)', 'High Commission for Refugees', 'Media Personnel (Pakistan)', 'Mexico', 'Somsavat Lengsava', 'Ri Su Yong', 'People Associated with the Opposition (Bahrain)', 'Environment Department/Ministry (United States)', 'Professor (Iran)', 'Men (Pakistan)']"
7016,Thief (India),Use unconventional violence,Citizen (India),2014-10-19,"['Citizen (India)', 'United Russia', 'Religion (India)', 'Criminal (Italy)', 'Thief (India)', 'Combatant (Islamic State of Iraq and the Levant)', 'Military Personnel (Canada)', 'Xi Jinping', 'Prem Tinsulanonda', 'Dmitry Anatolyevich Medvedev']"
7017,National Front Malaysia,Make pessimistic comment,Citizen (Malaysia),2014-10-11,"['Citizen (Malaysia)', 'Colombia', 'Human Rights Group (Malaysia)', 'Legislature (Italy)', 'Customs Official (Singapore)', 'Islamic Militant (Syria)', 'Head of Government (Ukraine)', 'Citizen (Thailand)', 'Seamen (South Korea)', 'Foreign Affairs (Ukraine)']"
7018,Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-06-23,"['Abdullah Abdullah', 'Company - Owner or Operator (Nigeria)', 'Head of Government (Ukraine)', 'Protester (Ukraine)', 'Legislature (Turkey)', 'Mexico', 'Pope Francis', 'Mohammad Mohaqiq', 'Baron Waqa', 'Cameroon']"
7019,Citizen (India),Express intent to meet or negotiate,Thailand,2014-02-06,"['Ijaw Youth Council', 'Business (Bulgaria)', 'Police (Ethiopia)', 'Legislature (Libya)', 'Thailand', 'Gazprom Neft', 'Kazakhstan', 'Ministry (Norfolk Island)', 'Staffan de Mistura', 'Armenia']"
7020,Vanguard,Criticize or denounce,Government (Nigeria),2014-11-06,"['Labor Party (New Zealand)', 'Secretariat (Nigeria)', 'Government (Nigeria)', 'Majid Takht Ravanchi', 'Military (China)', 'The Hague', 'Guy Ryder', 'Chief of Staff (Tunisia)', 'Djibouti', 'People Associated with the Opposition (Mauritania)']"
7021,South Korea,"Return, release person(s)",Citizen (South Korea),2014-03-28,"['European Central Bank', 'Citizen (South Korea)', 'Agence France-Presse', 'Israeli Defense Forces', 'Member of Parliament (Iran)', 'Citizen (Turkey)', 'Justice and Development Party', 'Muslim (Afghanistan)', 'Citizen (Brazil)', 'Lapo Pistelli']"
7022,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-02-05,"['Robert Hughes', 'Armed Rebel (Turkish Kurds)', 'Citizen (United Kingdom)', 'Xi Jinping', 'Secret Agent (Philippines)', 'Police (Hong Kong)', 'Military (Argentina)', 'Bangladesh Nationalist Party', 'Media (India)', 'Government (Sudan)']"
7023,Nuri al-Maliki,Express intent to meet or negotiate,China,2014-05-15,"['China', 'Colombia', 'Togo', 'Kuwait', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand', 'People Associated with the Opposition (Mauritania)']"
7024,Media Personnel (Japan),Make statement,Japan,2014-01-30,"['Gjorge Ivanov', 'Japan', 'Other Authorities / Officials (Russia)', 'Kyoto University', 'Lawyer/Attorney (Argentina)', 'François Hollande', 'Cabinet / Council of Ministers / Advisors (Angola)', 'Milos Zeman', 'Canada', 'Ministry (Liberia)']"
7025,Mohammad Javad Zarif,Express intent to cooperate,Catherine Ashton,2014-02-20,"['Catherine Ashton', 'Oleh Lyashko', 'Alfred Mutua', 'Military (North Korea)', 'Kyoto University', 'Children (Israel)', 'Mohamed Ould Abdel Aziz', 'Sabah Khaled Al-Hamad Al-Sabah', 'Military Academy (North Korea)', 'Citizen (Brazil)']"
7026,Mohammad Javad Zarif,Make statement,Catherine Ashton,2014-06-19,"['Government (Sweden)', 'Colombia', 'Catherine Ashton', 'Geo TV', 'Raheel Sharif', 'Government (Palestinian Territory', 'Occupied)', 'Børge Brende', 'Refugee (Chad)', 'Ishaq Dar', 'Member of the Judiciary (Bangladesh)']"
7027,Chuck Hagel,Make a visit,Afghanistan,2014-06-02,"['Domestic Affairs (Yemen)', 'Afghanistan', 'Tajikistan', 'Sergey Viktorovich Lavrov', 'South Africa', 'Abdul Aziz', 'Party Member (Jordan)', 'Agence France-Presse', 'Chief Court Judge (Angola)', 'Public Prosecutor (Greece)']"
7028,Cabinet / Council of Ministers / Advisors (United States),Make a visit,China,2014-02-17,"['China', 'Defense / Security Ministry (Nigeria)', 'Rights Activist (China)', 'Mikhail Margelov', 'Muhammadu Buhari', 'Iraq', 'Association of Southeast Asian Nations', 'Kidnapper (Argentina)', 'Philip Hammond', 'Emmanuel Eweta Uduaghan']"
7029,Government (Nigeria),Use conventional military force,Stephen Davis,2014-09-05,"['Legislature (Russia)', 'Djibouti', 'Veterans (Croatia)', 'Education (United States)', 'Julie Bishop', 'Military Personnel (Canada)', 'Oleh Lyashko', '""Citizen (Cote d\'Ivoire)""', 'Treasury/Finance Ministry (Czech Republic)', 'Abu Sayyaf']"
7030,Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,2014-09-23,"['Men (United Kingdom)', 'Independent Corrupt Practices Commission', 'Government (Sweden)', 'Sergey Kuzhugetovich Shoygu', 'Ashraf Ghani Ahmadzai', 'Democratic Forces for the Liberation of Rwanda', 'Kyoto University', 'Citizen (Thailand)', 'Qatar', 'Citizen (South Korea)']"
