,e1,relation,e2,date,predictions
5432,Head of Government (Bahrain),Praise or endorse,House of Representatives (Bahrain),2014-06-30,"['High Commission (Zambia)', 'Islamic Militant (Syria)', 'Interfax', '""Government (Cote d\\\'Ivoire)""', 'Miguel Macedo', 'Viktor Orban', 'Zhang Dejiang', 'House of Representatives (Bahrain)', 'High Commission for Refugees', 'Armed Rebel (Somalia)']"
5433,Director General (Philippines),Make statement,Pdea,2014-11-16,"['Nurse (Venezuela)', 'Zalmai Rassoul', '""Revolutionary People\\\'s Liberation Party–Front""', 'Citizen (Venezuela)', 'Amnesty International', 'Canada', 'Gurbanguly Berdymukhammedov', 'Cristina Fernández de Kirchner', 'Party Member (Afghanistan)', 'Other Authorities / Officials (Zimbabwe)']"
5434,Shigeru Ishiba,Impose administrative sanctions,House of Representatives (Japan),2014-11-16,"['Poland', 'Kuwait', 'Mouloud Hamrouche', 'Treasury/Finance Ministry (Thailand)', 'Ministry (Egypt)', 'Military (Lebanon)', 'Armed Forces of the Republic of Armenia', 'Archbishop (Turkey)', 'Armed Rebel (Ukraine)', 'Qatar']"
5435,Representatives (Switzerland),Consult,Government (Syria),2014-02-05,"['Government (Syria)', 'Moro Islamic Liberation Front', 'Ministry (Czech Republic)', 'Kyoto University', 'Sadayuki Sakakibara', 'Andrej Kiska', 'Lawmaker (Indonesia)', 'Inter-Services Intelligence', 'Food and Agriculture Organization', 'Citizen (Brazil)']"
5436,Ashraf Ghani Ahmadzai,Consult,Foreign Affairs (Norway),2014-11-08,"['Didier Burkhalter', 'Foreign Affairs (Norway)', 'Alexis Tsipras', 'Media (Swaziland)', 'Sudan', 'Government (Sweden)', 'Afghanistan', 'Tahirul Qadri', 'Dino Melaye', 'Media Personnel (United States)']"
5437,South Korea,Express intent to cooperate economically,United Arab Emirates,2014-05-27,"['United Arab Emirates', 'People Associated with the Opposition (Bahrain)', 'Police (Benin)', 'Congress of South African Trade Unions', 'Martin Stropnický', 'Pervez Musharraf', 'Businessperson (United Kingdom)', 'Andrej Kiska', 'Mary Robinson', 'Citizen (Namibia)']"
5438,Philippines,Criticize or denounce,China,2014-05-16,"['China', 'Amnesty International', 'Progressive Party (Nigeria)', 'Afghanistan', 'Government Official (Japan)', 'Police (Egypt)', 'Mary Robinson', 'Foreign Affairs (Hungary)', 'South Africa', 'Agence France-Presse']"
5439,Foreign Affairs (United States),Consult,Malaysia,2014-12-12,"['Malaysia', 'Al Jazeera', 'Treasury/Finance Ministry (Czech Republic)', 'Businessperson (Italy)', 'Military Personnel (Kenya)', 'Mohammad Javad Zarif', 'Military Personnel - Special (Algeria)', 'Dmitry Anatolyevich Medvedev', 'Citizen (Germany)', 'Ireland']"
5440,Poland,Engage in negotiation,Jaroslaw Kaczynski,2014-11-19,"['Jaroslaw Kaczynski', 'Combatant (Syrian Kurds)', 'Ayman Farid Abu-Hadid', 'Abdirahman Ducaale Bayle', 'Military Personnel - Special (Algeria)', 'Mexico', 'Indigenous People (Syria)', 'Angela Merkel', 'Mike Simpson', 'Student (Hong Kong)']"
5441,Fumio Kishida,Consult,Salman Khurshid,2014-01-22,"['Political Parties (Haiti)', 'Salman Khurshid', 'Head of Government (Egypt)', 'Toomas Hendrik Ilves', 'Business (Bulgaria)', 'Member of Parliament (Germany)', 'Secret Agent (Philippines)', 'Legislature (Czech Republic)', 'János Áder', 'Edgars Rinkevics']"
5442,Malaysia,Express intent to meet or negotiate,China,2014-05-04,"['China', 'Colombia', 'Togo', 'Kuwait', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand', 'People Associated with the Opposition (Mauritania)']"
5443,Terrorist (Islamic State of Iraq and the Levant),Threaten,Iraq,2014-12-01,"['Iraq', 'Nasser Judeh', 'Other Authorities / Officials (Mexico)', 'Bahrain', 'Armenia', 'City Mayor (South Africa)', 'Member of Legislative (Govt) (Iran)', 'Domestic Affairs (Yemen)', 'Romania', 'Citizen (Brazil)']"
5444,Citizen (Nigeria),Make an appeal or request,Rauf Aregbesola,2014-08-12,"['Opposition Supporter (Pakistan)', 'Medical Personnel (Jordan)', 'Robert Hughes', 'Rauf Aregbesola', 'Defense / Security Ministry (United States)', 'Constitutional Court (Albania)', 'Police (Burundi)', 'Muslim (Afghanistan)', 'Foreign Affairs (Italy)', 'Canada']"
5445,France,Host a visit,Xi Jinping,2014-03-23,"['Business (Russia)', 'City Mayor (Costa Rica)', 'Head of Government (Ukraine)', 'Xi Jinping', 'Military (Russia)', 'Moro Islamic Liberation Front', 'Tamar Beruchashvili', 'Combatant (Iraqi Kurds)', 'Federica Mogherini', 'Other Authorities / Officials (Russia)']"
5446,Iran,Employ aerial weapons,Combatant (Islamic State of Iraq and the Levant),2014-12-03,"['Dino Melaye', 'Kyoto University', 'Inter-Services Intelligence', 'Foreign Affairs (Italy)', 'Nazrul Islam', 'Poland', 'Citizen (Namibia)', 'Royal Administration (Nigeria)', 'Legislature (Russia)', 'Environment Department/Ministry (Jordan)']"
5447,Omar Abdullah,Criticize or denounce,Farooq Abdullah,2014-12-16,"['Organisation of Islamic Cooperation', 'Foreign Affairs (Czech Republic)', 'Abdul Aziz', 'Business (Uruguay)', 'Middle East', 'Combatant (Syrian Kurds)', 'Islamic Militant (Syria)', 'Abu Sayyaf', 'Djoomart Otorbaev', 'Edgars Rinkevics']"
5448,Vietnam,Engage in diplomatic cooperation,China,2014-10-29,"['China', 'Ireland', 'Armed Rebel (Ukraine)', 'Nathan Cirillo', 'Gjorge Ivanov', 'Prem Tinsulanonda', 'Hamas', 'Indigenous People (Nigeria)', 'Nabih Berri', 'Kevin Rudd']"
5449,Sue-Ellen Kovack,Make a visit,Sierra Leone,2014-10-09,"['Terrorist (Algeria)', 'Bhupinder Singh Hooda', 'Tarun Gogoi', 'Business (Poland)', 'Military (El Salvador)', 'Cabinet / Council of Ministers / Advisors (Senegal)', '""Citizen (Cote d\\\'Ivoire)""', 'Michael Sata', 'Romania', 'Legislature (South Africa)']"
5450,José Guillermo Rodríguez,Make statement,Philippines,2014-03-07,"['United Arab Emirates', 'Victor Ponta', 'Philippines', 'Education (United States)', 'Ministry (France)', 'Member of Parliament (Germany)', 'Armed Forces of the Republic of Armenia', 'Media (Africa)', 'Kuwait', 'Citizen (Kenya)']"
5451,Military (Russia),Confiscate property,Naval (Ukraine),2014-03-26,"['Gabriel Torwua Suswam', 'France', 'Angola', 'Police (Hong Kong)', 'Military (Niger)', 'Gjorge Ivanov', 'National Action Party (Mexico)', 'Governor (Papua New Guinea)', 'Mikhail Margelov', 'Citizen (Bangladesh)']"
5452,Head of Government (Pakistan),Express intent to meet or negotiate,China,2014-02-18,"['China', 'Colombia', 'Togo', 'Kuwait', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand', 'People Associated with the Opposition (Mauritania)']"
5453,Yakubu Gowon,Make an appeal or request,Citizen (Nigeria),2014-10-15,"['Citizen (Nigeria)', 'Fumio Kishida', 'Afghanistan', 'Lulzim Basha', 'Nigerian Navy', 'Government (Sweden)', 'Citizen (Turkey)', 'Carrie Lam', 'Head of Government (Pakistan)', 'Umar al Bashir']"
5454,Lawmaker (South Korea),Use conventional military force,Ruling Party (South Korea),2014-07-22,"['Police (Indonesia)', 'Paul Kagame', 'Afghanistan', 'Party Member (Thailand)', 'Main Opposition (Greece)', 'S.P. Singh', 'Edgars Rinkevics', 'Prabowo Subianto', 'Secretariat (Yemen)', 'Chief of Staff (French Air Force)']"
5455,Ashraf Ghani Ahmadzai,Make statement,North Atlantic Treaty Organization,2014-10-03,"['Peter Nyombi', 'Police (Burundi)', 'Grand National Party', 'Head of Government (Kenya)', 'Military (Middle East)', 'Ministry (Venezuela)', 'North Atlantic Treaty Organization', 'Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Syria)', 'Angola']"
5456,Riyad Mansour,Make an appeal or request,UN Security Council,2014-10-28,"['UN Security Council', '""Citizen (Cote d\\\'Ivoire)""', 'Education Ministry (United Arab Emirates)', 'Military Academy (North Korea)', 'Nuri al-Maliki', 'People Associated with the Opposition (Ukraine)', 'Cristina Fernández de Kirchner', 'Representatives (Slovakia)', 'Indigenous People (Kenya)', 'Lawyer/Attorney (Turkey)']"
5457,Coalition of the Radical Left,Make statement,Antonis Samaras,2014-12-17,"['Antonis Samaras', 'International Government Organizations', 'Newspaper (Japan)', 'Alfred Mutua', 'Ministry (Afghanistan)', '""Awami (People\\\'s) League""', 'Armed Rebel (Syria)', 'France', 'Defense / Security Ministry (Ukraine)', 'Media Personnel (Poland)']"
5458,Government (Syria),Express intent to meet or negotiate,National Coalition for Syrian Revolutionary and Opposition Forces,2014-02-03,"['Emrullah Isler', 'Chuck Hagel', 'City Mayor (South Africa)', 'Children (Philippines)', 'Amnesty International', 'Ethiopia', 'Women (Mexico)', 'Businessperson (Czech Republic)', 'Progressive Party (Nigeria)', 'Foreign Affairs (Ukraine)']"
5459,Citizen (India),Make an appeal or request,Women (Afghanistan),2014-06-01,"['Sergey Kuzhugetovich Shoygu', 'Festus Keyamo', 'Election Commission (Serbia)', 'Gurbanguly Berdymukhammedov', 'Conservative Party (United Kingdom)', 'Secretariat (Yemen)', 'Military Personnel (Kenya)', 'Other Authorities / Officials (China)', 'Men (United Kingdom)', 'Liyel Imoke']"
5460,Minister Patnaik,Make optimistic comment,Citizen (India),2014-03-13,"['Men (India)', '""Uganda People\\\'s Defence Force""', 'Military Personnel (Libya)', 'Military Personnel (Kenya)', 'Interfax', 'Member of Parliament (Middle East)', 'Abdelilah Benkirane', 'Japan', 'Citizen (Brazil)', 'High Commission for Refugees']"
5461,Tony Tan Keng Yam,Make empathetic comment,Citizen (Singapore),2014-04-24,"['Andrej Kiska', 'Appeals Court (Sweden)', 'Governor (Democratic Republic of Congo)', 'Al Jazeera', 'Detainee (Rwanda)', 'Military Advisor (Thailand)', 'Colombia', 'Environment Department/Ministry (Jordan)', 'Finance / Economy / Commerce / Trade Ministry (Zambia)', 'Religion (India)']"
5462,China,Accuse,Chuck Hagel,2014-06-01,"['Citizen (India)', 'Citizen (Bulgaria)', 'Air Force (Iraq)', 'Independent Corrupt Practices Commission', 'Party Member (Taiwan)', 'Defense / Security Ministry (Russia)', 'Chuck Hagel', 'Cambodia', 'Rafael Correa', 'Nabih Berri']"
5463,High Ranking Military Personnel (India),Engage in symbolic act,Citizen (India),2014-09-29,"['Citizen (India)', 'Northern Ireland', 'Edgars Rinkevics', 'Citizen (Brazil)', 'Chuck Hagel', '""Citizen (Cote d\\\'Ivoire)""', 'Massoud Barzani', 'Head of Government (India)', 'Defense / Security Ministry (Italy)', '""Uganda People\\\'s Defence Force""']"
5464,Sheikh Hamad bin Isa al Khalifah,Make a visit,Shura Council,2014-12-09,"['European Parliament', 'Shura Council', 'Carlos Mesa', 'Ministry (Czech Republic)', 'Citizen (Turkey)', 'Citizen (Bangladesh)', 'Sudan', 'Villager (India)', 'Businessperson (United Kingdom)', 'Finance / Economy / Commerce / Trade Ministry (Zambia)']"
5465,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2014-10-04,"['Media (Africa)', 'Military Academy (North Korea)', 'People Associated with the Opposition (Bahrain)', 'Citizen (Brazil)', 'Indigenous People (Nigeria)', 'Other Authorities / Officials (Turkey)', 'New Zealand', 'Shiv Sena', 'Sikh (India)', 'Tanzania']"
5466,Governor (Kenya),Praise or endorse,Uhuru,2014-05-29,"['Uhuru', 'Gabriel Torwua Suswam', 'Scientist (China)', 'Political Parties (Lebanon)', 'Citizen (Brazil)', 'Volodymyr Konstantynov', 'Shahin Mustafayev', 'Akja Nuberdiyeva', 'Kevin Rudd', 'Antonis Samaras']"
5467,Sudan,Consult,Ethiopia,2014-03-24,"['Ethiopia', 'International Monetary Fund', 'South Africa', 'Citizen (Nigeria)', 'Joseph Robinette Biden', 'National Anti-Corruption Commission (Thailand)', 'Manuel Nunes Júnior', 'European Central Bank', 'Military Personnel (Kenya)', 'Agence France-Presse']"
5468,Citizen (Bangladesh),Bring lawsuit against,Business (Bangladesh),2014-10-29,"['Military (Mozambique)', 'Business (Bangladesh)', 'Greenpeace', 'Head of Government (Brazil)', 'Kevin Rudd', 'Megawati Sukarnoputri', 'Other Authorities / Officials (Turkey)', 'Student (Mexico)', 'Pilgrim (India)', 'North Atlantic Treaty Organization']"
5469,Ri Su Yong,Consult,Sergey Viktorovich Lavrov,2014-10-01,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)', 'Abu Bakr al-Baghdadi']"
5470,Marziyeh Afkham,Make statement,Iran,2014-02-18,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
5471,Citizen (Mali),Make an appeal or request,UN Security Council,2014-10-10,"['UN Security Council', '""Citizen (Cote d\\\'Ivoire)""', 'Education Ministry (United Arab Emirates)', 'Military Academy (North Korea)', 'Nuri al-Maliki', 'People Associated with the Opposition (Ukraine)', 'Cristina Fernández de Kirchner', 'Representatives (Slovakia)', 'Indigenous People (Kenya)', 'Lawyer/Attorney (Turkey)']"
5472,Noppadon Pattama,Appeal for diplomatic cooperation (such as policy support),Abhisit Vejjajiva,2014-01-27,"['Congress (United States)', 'Akja Nuberdiyeva', 'Medical Personnel (Jordan)', 'Militant (Nigeria)', 'Gideon Gono', 'Ricardo Gonzalez', 'Government (Argentina)', 'Military Advisor (United States)', 'Newspaper (Japan)', 'Abhisit Vejjajiva']"
5473,Maxon Mbendera,Make statement,Malawi Electoral Commission,2014-07-18,"['Abdirahman Ducaale Bayle', 'Religion (India)', 'Daniel Scioli', 'Men (Syria)', 'Citizen (Australia)', 'Khaled al-Obeidi', 'National Anti-Corruption Commission (Thailand)', 'Special Rapporteurs of the United Nations', 'Food and Agriculture Organization', 'Farm Worker (Thailand)']"
5474,Businessperson (France),Make a visit,Iran,2014-02-12,"['Iran', 'Sadayuki Sakakibara', 'Defense / Security Ministry (Nigeria)', 'Food and Agriculture Organization', 'Cabinet / Council of Ministers / Advisors (United States)', 'Court Judge (Kenya)', 'Business (Iran)', 'Independent Corrupt Practices Commission', 'Robert Hughes', 'Cabinet / Council of Ministers / Advisors (Israel)']"
5475,Military (Cote d'Ivoire),Accuse,Government (Cote d'Ivoire),2014-02-03,"['Zakariya Ismail Ahmed Hersi', 'Congress of South African Trade Unions', 'Head of Government (Afghanistan)', 'Men (United States)', 'Military Advisor (Thailand)', 'Rights Activist (China)', 'Indigenous People (Greece)', 'Democratic Party (Nigeria)', '""Citizen (Cote d\\\'Ivoire)""', 'Other Authorities / Officials (Mexico)']"
5476,Uhuru,Praise or endorse,William Ruto,2014-09-08,"['William Ruto', 'Hezbollah', 'Military (Lebanon)', 'Liberal Democratic Party of Russia', 'Kashmiri Separatist', 'Alexander Lukashevich', 'Men (United Kingdom)', 'Businessperson (Mauritania)', 'Toomas Hendrik Ilves', 'Militant (Boko Haram)']"
5477,Armed Gang (Libya),"Return, release person(s)",Foreign Affairs (Libya),2014-01-22,"['Food and Agriculture Organization', 'Kim Jong-Un', 'Air Force (Iraq)', 'Foreign Affairs (Libya)', 'Majid Takht Ravanchi', 'National Anti-Corruption Commission (Thailand)', 'Other Authorities / Officials (Mexico)', 'Ministry (Tanzania)', 'Mevlut Cavusoglu', 'Caroline Nzibe']"
5478,Terrorist (Boko Haram),Use unconventional violence,Head of Government (Nigeria),2014-08-07,"['Ethiopia', 'Head of Government (Nigeria)', 'Tuvalu', 'National Union Party (Romania)', 'National Council for Peace and Order of Thailand', 'John Momis', 'Armed Forces of the Republic of Armenia', 'John Kerry', 'Togo', 'National Unity Party (Somalia)']"
5479,Caroline Kennedy,Praise or endorse,Fumio Kishida,2014-07-29,"['Fumio Kishida', 'Xi Jinping', 'Legislature (Italy)', 'Government Official (Japan)', 'New Zealand', 'Student (Venezuela)', 'Gjorge Ivanov', 'Independent Corrupt Practices Commission', 'Legislature (South Africa)', 'Business (Canada)']"
5480,Police (Malaysia),Investigate,Citizen (Malaysia),2014-05-09,"['Citizen (Malaysia)', 'Foreign Affairs (Russia)', 'Kuwait', 'Medical Personnel (Jordan)', 'Student (Hong Kong)', 'Tom Motsoahae Thabane', 'Government (United States)', 'Government Official (Japan)', 'Gazprom Neft', 'Arab Israelis']"
5481,Ministry (Sierra Leone),Make statement,Government (Sierra Leone),2014-05-27,"['James Wani Igga', 'Head of Government (Ukraine)', 'Mike Pence', 'Military Academy (North Korea)', 'Militant (Iraq)', 'Other Authorities / Officials (Vietnam)', 'Secret Agent (Philippines)', 'Abdul Aziz', 'Environment Department/Ministry (Jordan)', 'Government Official (Papua New Guinea)']"
5482,Shiv Sena,Express intent to meet or negotiate,Governor (India),2014-11-26,"['Villager (India)', 'Insurgent (Afghanistan)', 'Other Authorities / Officials (Libya)', 'Protester (Pakistan)', 'Tarun Gogoi', 'Foreign Affairs (Russia)', 'Alexander Lukashevich', 'Citizen (United Kingdom)', 'Doctors Without Borders', 'Lawmaker (United Kingdom)']"
5483,Iran,Provide humanitarian aid,Iraq,2014-07-02,"['Iraq', 'Police (Egypt)', 'City Mayor (South Africa)', 'Nasser Judeh', 'Foreign Affairs (Russia)', 'Armenia', 'Bahrain', 'Evangelos Venizelos', 'Sergey Viktorovich Lavrov', 'Associated Press']"
5484,Oman,Host a visit,Mohammad Javad Zarif,2014-08-05,"['Carrie Lam', 'Citizen (Chechnya)', 'Toomas Hendrik Ilves', 'Other Authorities / Officials (Nigeria)', 'Government (Sweden)', 'Panfilio Lacson', 'Afghanistan', 'Other Authorities / Officials (Guinea)', 'Military (El Salvador)', 'Medical Personnel (Jordan)']"
5485,France,Express intent to cooperate,China,2014-01-16,"['China', 'Foreign Affairs (Ukraine)', 'Rafael Correa', 'Joseph Robinette Biden', 'Qatar', 'Pakistan Tehreek-e-Insaf', 'Mikhail Margelov', 'Ministry (Venezuela)', 'Military (Argentina)', 'Citizen (Brazil)']"
5486,International Monetary Fund,Express intent to meet or negotiate,Other Authorities / Officials (Romania),2014-05-28,"['Militant (Turkey)', 'Party Member (Bangladesh)', 'Head of Government (Mexico)', 'Foreign Affairs (Italy)', 'Lawmaker (Indonesia)', 'Military (North Korea)', 'Legislature (Argentina)', 'Agence France-Presse', 'Philippines', 'Macky Sall']"
5487,Police (Uganda),"Arrest, detain, or charge with legal action",Women (Uganda),2014-12-03,"['Women (Angola)', 'Intelligence (United States)', 'Bhupinder Singh Hooda', 'Protester (Kyrgyzstan)', 'Senate (United Kingdom)', 'Student (Bangladesh)', 'Michael Sata', 'Iran', 'Liyel Imoke', 'Djibouti']"
5488,Lawyer/Attorney (Turkey),Criticize or denounce,Hezbollah,2014-05-11,"['Colombia', 'Serbia', 'Military (El Salvador)', 'Raúl Castro', 'Head of Government (Pakistan)', 'Citizen (Germany)', 'Member of Parliament (South Africa)', 'DPWH', 'National Union for the Progress of Romania', 'Ma Ying Jeou']"
