,e1,relation,e2,date,predictions
7068,Envoy (United States),Express intent to meet or negotiate,Japan,2014-12-02,"['Viktor Orban', 'Islamic Militant (Syria)', 'Men (India)', 'Newspaper (Malaysia)', 'Rafael Correa', 'Eugene Wamalwa', 'Treasury/Finance Ministry (Czech Republic)', 'Military (Argentina)', 'Citizen (Indonesia)', 'Citizen (Brazil)']"
7069,Mexico,"Arrest, detain, or charge with legal action",Armed Gang (Mexico),2014-02-08,"['""Awami (People\'s) League""', 'Mexico', 'Djibouti', 'Medical Personnel (Nigeria)', 'Ma Ying Jeou', 'Children (Israel)', 'Head of Government (Mongolia)', 'Legislature (Czech Republic)', 'Military (North Korea)', 'Legislature (Russia)']"
7070,South Sudan,Host a visit,Adama Dieng,2014-04-30,"['Sudan', 'Government (United States)', 'Government (Sweden)', 'Kim Jong-Un', 'Foreign Affairs (Italy)', 'National Anti-Corruption Commission (Thailand)', 'Men (India)', 'Kevin Rudd', 'Mikhail Margelov', 'Abdelilah Benkirane']"
7071,Police (Kenya),Use conventional military force,Citizen (Kenya),2014-02-27,"['Arab Israelis', 'Morgan Tsvangirai', 'Emrullah Isler', 'Military Personnel (Afghanistan)', 'Religion (India)', 'Police (Kenya)', 'Uhuru', 'Citizen (Kenya)', 'Xi Jinping', 'Member of Parliament (Germany)']"
7072,Amnesty International,Engage in negotiation,Indigenous People (Nigeria),2014-05-21,"['Amnesty International', 'European Central Bank', 'Citizen (Bangladesh)', 'Canada', 'Kisii', 'Angola', 'Shura Council', 'Hamas', 'Education (Costa Rica)', 'Government Official (Egypt)']"
7073,Canada,"Arrest, detain, or charge with legal action",Business (Canada),2014-10-29,"['Canada', 'Interfax', 'Treasury/Finance Ministry (Czech Republic)', 'Serbia', 'Citizen (Brazil)', 'South Africa', 'Al Jazeera', 'Ashraf Ghani Ahmadzai', 'Police (Belgium)', 'Chuck Hagel']"
7074,Jean-Yves Le Drian,Make statement,Military (France),2014-03-20,"['Foreign Affairs (Macedonia)', 'Armed Gang (Afghanistan)', 'Presidential Press Service (Nigeria)', 'Military (France)', 'Representatives (Slovakia)', 'Member of the Judiciary (Nigeria)', 'Army Intelligence (Colombia)', 'Mulatu Teshome', 'Media (Africa)', 'Business (Canada)']"
7075,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-12-29,"['Philip Hammond', 'Alexander Lukashevich', 'Police (Indonesia)', 'Head of Government (China)', 'Veterans (United States)', 'Liyel Imoke', 'Interfax', 'Kyoto University', 'Insurgent (Afghanistan)', 'Foreign Affairs (Italy)']"
7076,United Arab Emirates,Expel or deport individuals,Student (Kuwait),2014-02-16,"['United Arab Emirates', 'Muslim (Afghanistan)', 'Police (Ethiopia)', 'Defense / Security Ministry (Nigeria)', 'Sergey Viktorovich Lavrov', 'Newspaper (Japan)', 'Ethiopia', 'Muhammadu Buhari', 'Antonis Samaras', 'European Central Bank']"
7077,Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-05-26,"['Didier Burkhalter', 'Abdirahman Ducaale Bayle', 'Slovenia', 'Mohammad Javad Zarif', 'Professor (Iran)', 'Shura Council', 'Government (South Africa)', 'Hezbollah', 'Bhupinder Singh Hooda', 'Miguel Macedo']"
7078,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-27,"['European Central Bank', 'Kuwait', 'Abdullah Abdullah', 'Ashraf Ghani Ahmadzai', 'Abdul Aziz', 'Ministry of Mining (Zimbabwe)', 'United Russia', 'Displaced Families (Iraq)', 'Tzipi Livni', 'Boko Haram']"
7079,Nahas Angula,Accuse,Election Commission (Namibia),2014-01-28,"['Election Commission (Namibia)', 'Defense / Security Ministry (China)', 'Jack Straw', 'Kyoto University', 'Sergey Viktorovich Lavrov', 'Oversight Court (Azerbaijan)', 'Customs Official (Singapore)', 'Tuvalu', 'Employee (India)', 'Head of Government (Germany)']"
7080,Mohammad Javad Zarif,Make an appeal or request,Organisation of Islamic Cooperation,2014-07-12,"['Nicos Anastasiades', 'Energy Department/Ministry (Iran)', 'Mohammad Javad Zarif', 'Inter-Services Intelligence', 'Government (Africa)', 'Newspaper (Japan)', 'Dino Melaye', 'Trade Union Congress', 'Defense / Security Ministry (Nigeria)', 'Cristina Fernández de Kirchner']"
7081,Ali Tayyebnia,Make statement,Iran,2014-04-14,"['Domestic Affairs (Yemen)', 'Abdul Aziz', 'Israeli Defense Forces', 'Mexico', 'Morocco', 'Kyoto University', 'Member of the Judiciary (United Kingdom)', 'Media Personnel (France)', 'Citizen (Hungary)', 'Presidential Press Service (Nigeria)']"
7082,Government (United States),Express intent to meet or negotiate,Evangelos Venizelos,2014-01-31,"['Kidnapper (Indonesia)', 'Government (Sweden)', 'Web Site (Lithuania)', 'Business (Uruguay)', 'Moro Islamic Liberation Front', 'Tanya Plibersek', 'Men (Tajikistan)', 'Police (Peru)', 'People Associated with the Opposition (Sri Lanka)', 'Pope Francis']"
7083,Kuwait,Sign formal agreement,Iraq,2014-12-28,"['Hamad bin Ali al-Attiyah', 'Villager (India)', 'Citizen (Brazil)', 'Legislature (Czech Republic)', 'Holy See', 'National Council for Peace and Order of Thailand', 'Rauf Aregbesola', 'Head of Government (Senegal)', 'Hezbollah', 'National Anti-Corruption Commission (Thailand)']"
7084,Citizen (India),Express intent to cooperate,Mahinda Rajapaksa,2014-11-10,"['Boko Haram', 'UN Security Council', 'Citizen (India)', 'Men (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Serbia', 'Interfax', 'Special Rapporteurs of the United Nations', 'Central Intelligence Agency', 'Legislature (South Africa)']"
7085,Majid Takht Ravanchi,Make statement,Iran,2014-06-18,"['Emmanuel Eweta Uduaghan', 'Abhisit Vejjajiva', 'Government Official (Egypt)', 'Treasury/Finance Ministry (Bangladesh)', 'High Commission for Refugees', 'Dmitry Anatolyevich Medvedev', 'National Anti-Corruption Commission (Thailand)', 'Royal Administration (Jordan)', 'Special Rapporteurs of the United Nations', 'Legislature (Czech Republic)']"
7086,Agence France-Presse,Make a visit,Sudan,2014-04-01,"['Agence France-Presse', 'Ministry (Liberia)', 'Main Opposition (Turkey)', 'Lawmaker (Russia)', 'Victor Ponta', 'Professor (France)', 'Military (Russia)', 'Inter-Services Intelligence', 'Main Opposition (Fiji)', 'Military (France)']"
7087,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-21,"['Citizen (Australia)', 'Citizen (India)', 'Citizen (Nigeria)', 'Children (Jamaica)', 'Women (Australia)', 'Citizen (Malaysia)', 'Men (United Kingdom)', 'Combatant (Islamic State of Iraq and the Levant)', 'Criminal (Australia)', 'Men (United States)']"
7088,Media Personnel (Australia),Make statement,Barnaby Joyce,2014-02-06,"['Cambodia', 'Yemi Osinbajo', 'National Union Party (Romania)', 'Business (Russia)', 'Associated Press', 'Legislature (Italy)', 'Scott Emerson', 'Government (France)', 'Women (Australia)', 'Gambia']"
7089,Kathleen Wynne,Express intent to engage in diplomatic cooperation (such as policy support),Philippe Couillard,2014-11-21,"['Abdul Aziz', 'Citizen (International)', 'Fumio Kishida', 'Agence France-Presse', 'Nicos Anastasiades', 'Morgan Tsvangirai', 'People Associated with the Opposition (Ukraine)', 'Government Official (Thailand)', 'Foreign Affairs (Ukraine)', 'Member of the Judiciary (South Korea)']"
7090,Head of Government (China),Make a visit,Thailand,2014-07-11,"['Head of Government (China)', 'Head of Government (Poland)', 'Dmitry Olegovich Rogozin', 'Other Authorities / Officials (Egypt)', 'Head of Government (Ukraine)', 'Isaias Afewerki', 'Angela Merkel', 'Kuwait', 'Military Advisor (United States)', 'Military (Niger)']"
7091,Cambodia,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-11-07,"['Cambodia', 'Legislature (Russia)', 'Presidential Press Service (Nigeria)', 'Children (Zimbabwe)', 'Bhutan', 'Ministry (Liberia)', 'Undersecretary (United Arab Emirates)', 'Head of Government (Brazil)', 'Victor Ponta', 'Dino Melaye']"
7092,Head of Government (India),Make an appeal or request,Employee (India),2014-02-26,"['Women (Hong Kong)', 'Head of Government (India)', 'Oommen Chandy', 'European Parliament', 'Religion (India)', 'Businessperson (Italy)', 'Jeff Seeney', 'Men (New Zealand)', 'Mohamed Ould Abdel Aziz', 'Democratic Forces for the Liberation of Rwanda']"
7093,Police (Namibia),Appeal for diplomatic cooperation (such as policy support),Citizen (Namibia),2014-08-21,"['Ministry (Poland)', 'Foreign Affairs (Hungary)', 'Government (Africa)', 'France', 'Head of Government (Qatar)', 'Rioter (Myanmar)', 'Media (Swaziland)', 'Joseph Robinette Biden', 'Citizen (Malaysia)', 'Jack Dempsey']"
7094,Head of Government (Poland),Make statement,North Atlantic Treaty Organization,2014-09-05,"['Labor Union (Croatia)', 'Miguel Macedo', 'Citizen (Brazil)', 'Special Rapporteurs of the United Nations', '""Citizen (Cote d\'Ivoire)""', 'Macky Sall', 'Head of Government (Poland)', 'Citizen (South Korea)', 'Citizen (India)', 'Nuri al-Maliki']"
7095,Thailand,Consult,Cambodia,2014-08-31,"['Thailand', 'Ministry (Tunisia)', 'Julie Bishop', 'Baron Waqa', 'Constitutional Court (Albania)', 'Associated Press', 'Military Personnel (India)', 'Citizen (Cape Verde)', 'China', 'Special Rapporteurs of the United Nations']"
7096,Cleric (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-04-21,"['Legislature (Czech Republic)', 'Government (Sweden)', 'Police (Tanzania)', 'Foreign Affairs (Latvia)', 'Dmitry Anatolyevich Medvedev', 'Citizen (United Kingdom)', 'Congo', 'Royal Administration (Jordan)', 'Interfax', 'Military Personnel - Special (Afghanistan)']"
7097,Fan Changlong,Make an appeal or request,Military (China),2014-04-02,"['Cabinet / Council of Ministers / Advisors (Senegal)', 'Foreign Affairs (Malaysia)', 'Khalid bin Ali Al Khalifa', 'Police (Libya)', 'Military Personnel (Philippines)', 'Ryoo Kihl-jae', 'Military (Niger)', 'Media (Africa)', 'Verkhovna Rada', 'Frank Mba']"
7098,Military Personnel - Special (Afghanistan),Use conventional military force,Combatant (Taliban),2014-07-01,"['Member of Parliament (Germany)', 'Interfax', 'Citizen (Brazil)', 'Party Member (Afghanistan)', 'Settler (Israel)', 'Gambia', 'Legislature (Italy)', 'Citizen (Venezuela)', 'Head of Government (Poland)', 'Business (Uruguay)']"
7099,Toomas Hendrik Ilves,Praise or endorse,Head of Government (Ukraine),2014-05-27,"['Government (Sweden)', 'Toomas Hendrik Ilves', 'Philip Hammond', 'Head of Government (Mongolia)', 'Member of Parliament (Germany)', 'Ma Ying Jeou', 'Guinea', 'Majid Takht Ravanchi', 'Armed Rebel (Syria)', 'Kathleen Wynne']"
7100,Ibrahim Shehu Shema,Make statement,Government (Nigeria),2014-09-09,"['Police (Croatia)', 'Kashmiri Separatist', 'Armed Gang (United States)', 'Labor Union (New Zealand)', 'Sergey Kuzhugetovich Shoygu', 'Military (Niger)', 'Member of Legislative (Govt) (Iran)', 'Combatant (Egypt)', 'Head of Government (Mexico)', 'Treasury/Finance Ministry (Thailand)']"
7101,South Korea,Accuse,North Korea,2014-12-20,"['Government (Pakistan)', 'South Korea', 'North Korea', 'National Anti-Corruption Commission (Thailand)', 'Government (Namibia)', 'European Central Bank', 'Japan', 'Business (Russia)', 'Ministry (Afghanistan)', 'Employee (Philippines)']"
7102,Arseniy Yatsenyuk,Make statement,Head of Government (Ukraine),2014-08-08,"['Arseniy Yatsenyuk', 'Mevlut Cavusoglu', 'Ministry (Monaco)', 'People Associated with the Opposition (Bahrain)', 'Citizen (Yemen)', 'National Union Party (Romania)', 'Court Judge (Iraq)', 'Togo', 'François Hollande', 'Yu Zhengsheng']"
7103,Police (Egypt),"Arrest, detain, or charge with legal action",Criminal (Egypt),2014-11-04,"['Police (Egypt)', 'Citizen (Brazil)', 'Political Parties (Lebanon)', 'North Atlantic Treaty Organization', 'Ombudsman (Georgia)', 'Robert Hughes', 'Head of Government (Poland)', '""Military (Cote d\'Ivoire)""', 'Israeli Defense Forces', 'Foreign Affairs (Venezuela)']"
7104,Police (Hong Kong),"Arrest, detain, or charge with legal action",Student (Hong Kong),2014-11-25,"['Government (Sweden)', 'Independent Corrupt Practices Commission', 'Ma Ying Jeou', 'News Editor (Niger)', 'Radoslaw Sikorski', 'Kober prison', 'Boko Haram', 'Police (Hong Kong)', 'Marziyeh Afkham', 'Mohamed Ould Abdel Aziz']"
7105,Military Personnel (Philippines),Appeal for humanitarian aid,Military (Philippines),2014-12-02,"['Foreign Affairs (South Korea)', 'Romania', 'Ng Eng Hen', 'Combatant (Syrian Kurds)', 'Businessperson (Italy)', 'Citizen (Germany)', 'Government (Syria)', 'Tarun Gogoi', 'International Monetary Fund', 'Royal Administration (Jordan)']"
7106,Bahrain,"Arrest, detain, or charge with legal action",Men (India),2014-07-10,"['Bahrain', 'Kyoto University', 'Ma Ying Jeou', 'Women (Mexico)', 'Daniel Mitov', 'Nguyen Xuan Phuc', 'Chris Murphy', 'Congo', 'High Commission (Zambia)', 'Military (Niger)']"
7107,Canada,Consult,Japan,2014-04-21,"['Canada', 'Education Ministry (Iran)', 'Kyoto University', 'Mary Robinson', 'Citizen (Brazil)', 'Kuwait', 'Foreign Affairs (Italy)', 'Governor (Venezuela)', 'Alexander Lukashevich', 'Giorgio Napolitano']"
7108,Head of Government (Pakistan),Accuse,Government (Pakistan),2014-03-29,"['Party Member (Iraq)', 'Party Member (Burkina Faso)', 'Businessperson (Italy)', 'Legislature (Argentina)', 'Student (Hong Kong)', 'Treasury/Finance Ministry (Czech Republic)', 'China', 'Democratic Party (Nigeria)', 'Abu Sayyaf', 'Liberal Democratic Party of Russia']"
7109,Barack Obama,Consult,Salvador Sánchez Cerén,2014-07-25,"['Barack Obama', 'Citizen (Brazil)', 'Tajikistan', 'Trade Union Congress', 'János Áder', 'Ministry (Venezuela)', 'Nuri al-Maliki', 'Djibouti', 'Illegal Immigrant (Kenya)', 'Colombia']"
7110,Business (Indonesia),Make an appeal or request,Citizen (Indonesia),2014-03-13,"['Prayuth Chan-ocha', 'Court Judge (Yemen)', 'Mahinda Rajapaksa', 'Lawyer/Attorney (Argentina)', 'Rioter (Myanmar)', 'Ma Ying Jeou', 'Evo Morales', 'Sabah Khaled Al-Hamad Al-Sabah', 'Citizen (Botswana)', 'Senate (United Kingdom)']"
7111,Abdel Fattah Al-Sisi,Engage in negotiation,Head of Government (Ethiopia),2014-06-29,"['Abdel Fattah Al-Sisi', 'Member of the Judiciary (Iran)', 'Women (Israel)', 'Treasury/Finance Ministry (Bangladesh)', 'Governor (India)', 'Tim Cook', 'Monastery (Thailand)', '""Uganda People\'s Defence Force""', 'Abdul Aziz', 'Head of Government (Poland)']"
7112,Agustín Rossi,Make statement,Military (Argentina),2014-02-14,"['Ion Iliescu', 'Chuck Hagel', 'Poland', 'Media (India)', 'Evo Morales', 'Member of Legislative (Govt) (Liberia)', 'Special Rapporteurs of the United Nations', 'Pham Binh Minh', 'Guenther Oettinger', 'Head of Government (India)']"
7113,Paolo Gentiloni,Express intent to meet or negotiate,Edgars Rinkevics,2014-12-22,"['Togo', 'Chibuike Rotimi Amaechi', 'Interfax', 'Human Rights Group (Malaysia)', 'Ministry (Indian Administered Kashmir)', 'Kyoto University', 'Ministry (Angola)', 'Didier Burkhalter', 'Undersecretary (United States)', 'Presidential Press Service (Nigeria)']"
7114,Police (Israel),Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-11-21,"['Foreign Affairs (United States)', 'Shura Council', 'Office of the United Nations High Commissioner for Human Rights', 'Military Personnel (Afghanistan)', 'Daniel Ceballos', 'Other Authorities / Officials (Romania)', 'Congress of South African Trade Unions', 'Terrorist (Syria)', 'Prayuth Chan-ocha', 'Criminal (Australia)']"
7115,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-05-08,"['Citizen (Nigeria)', 'Mega Channel', 'Interfax', 'Central Military Commission', 'Lawmaker (Lithuania)', 'Prayuth Chan-ocha', 'Education Ministry (Iran)', 'Member of the Judiciary (Nigeria)', 'John Kerry', 'Combatant (Syrian Kurds)']"
7116,France,Host a visit,Angela Merkel,2014-02-19,"['France', 'Sergey Kuzhugetovich Shoygu', 'Ministry (Egypt)', 'Armenia', 'Media (India)', 'Main Opposition (Turkey)', 'Royal Administration (Jordan)', 'Protester (Thailand)', 'Pervez Musharraf', 'Raheel Sharif']"
7117,Envoy (United States),Consult,Raheel Sharif,2014-04-28,"['Envoy (United States)', 'Labor Union (New Zealand)', 'Kuwait', 'Office of the United Nations High Commissioner for Human Rights', 'Legislature (Libya)', 'European Central Bank', 'Foreign Affairs (Macedonia)', 'Citizen (Brazil)', 'Antonis Samaras', 'Isaias Afewerki']"
7118,Criminal (Egypt),fight with small arms and light weapons,Police (Egypt),2014-04-30,"['Intelligence (United States)', 'Governor (India)', 'Agence France-Presse', 'John Momis', 'Kazakhstan', 'Citizen (Brazil)', 'Military (Lebanon)', 'Men (Argentina)', 'Police (Burundi)', 'Director General (Rwanda)']"
7119,Julie Bishop,Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-08-12,"['Muslim (Afghanistan)', 'Government (Sudan)', 'Antonis Samaras', 'Head of Government (Pakistan)', 'Head of Government (Brazil)', 'Julie Bishop', 'Kidnapper (Indonesia)', 'Citizen (Germany)', 'Cameroon', 'Tulsi Gabbard']"
7120,Police (Hong Kong),Physically assault,Protester (Hong Kong),2014-10-15,"['Police (Hong Kong)', 'Head of Government (Gambia)', 'Romania', 'Macky Sall', 'Tamar Beruchashvili', 'Nuri al-Maliki', 'Isaias Afewerki', 'Kathleen Wynne', 'Nasser Judeh', 'Combatant (Egypt)']"
7121,Sergey Viktorovich Lavrov,Make statement,ITAR TASS,2014-12-16,"['Sergey Viktorovich Lavrov', 'Emrullah Isler', 'Israeli Defense Forces', 'Indigenous People (Thailand)', 'Paul Kagame', 'Lawyer/Attorney (Australia)', 'Boko Haram', 'Andrej Kiska', 'Inter-Services Intelligence', 'Fumio Kishida']"
7122,Pakistan Tehreek-e-Insaf,Express intent to meet or negotiate,Government (Pakistan),2014-12-11,"['Muhammadu Buhari', 'Legislature (Argentina)', 'Royal Administration (Saudi Arabia)', 'Ng Eng Hen', 'Doctors Without Borders', 'Harriet Harman', 'Muslim (Afghanistan)', 'Newspaper (Japan)', 'Children (Philippines)', 'Head of Government (Mongolia)']"
7123,Dmitry Anatolyevich Medvedev,Accuse,Legislature (Russia),2014-02-25,"['Angola', 'Arseniy Yatsenyuk', 'Government (Argentina)', 'Congress (Philippines)', 'Foreign Affairs (Liberia)', 'European Central Bank', 'Israeli Defense Forces', 'Iraq', 'Militant (International)', 'Police (Burundi)']"
7124,Evangelos Venizelos,Express intent to meet or negotiate,Antonis Samaras,2014-09-14,"['Head of Government (Greece)', '""Citizen (Cote d\'Ivoire)""', 'Local Media (Ukraine)', 'Criminal (Australia)', 'Interfax', 'International Monetary Fund', 'Military (Thailand)', 'Military Academy (North Korea)', 'Member of Legislative (Govt) (Afghanistan)', 'James Wani Igga']"
